[Source Language],[Source Text],[Target Language],[Target Text],[Context Categorization Hashtags]
"English","unpalatable","Finnish","maistumaton / epämiellyttävä","#phrase #adjective"
"English","pre-cog","Finnish","ennaltanäkijä / prekognitiivinen henkilö","#phrase #psychology"
"English","accosted","Finnish","lähestyi töykeästi / kävi sanallisesti kimppuun","#phrase #action"
"English","stigward","Finnish","linnanvartija / portinvartija","#phrase #social"
"English","calpac","Finnish","kalpakki","#phrase #clothing"
"English","rapped","Finnish","koputti","#phrase #action"
"English","knout","Finnish","knuutti","#phrase #tools"
"English","discreetly","Finnish","hienovaraisesti","#phrase #adverb"
"English","flaunting","Finnish","pröystäillen / leveillen","#phrase #action"
"English","piebald","Finnish","kirjava / laikukas","#phrase #appearance"
"English","innate","Finnish","synnynnäinen","#phrase #adjective"
"English","rumpus","Finnish","meteli / rähinä","#phrase #social"
"English","confabulating","Finnish","sepittelemässä / jutustelemassa","#phrase #action"
"English","proverbs","Finnish","sananlaskut","#phrase #social"
"English","belfry","Finnish","kellotorni","#phrase #architecture"
"English","dreckly","Finnish","aikanaan / kohta joskus","#phrase #time_related"
"English","shire-reave","Finnish","sheriffi","#phrase #social"
"English","quandary","Finnish","pulma / pattitilanne","#phrase #social"
"English","missives","Finnish","kirjeet / viestit","#phrase #communication"
"English","raiment","Finnish","vaatteet / asusteet","#phrase #clothing"
"English","signet","Finnish","sinetti / sinettisormus","#phrase #tools"
"English","provender","Finnish","rehu / muona","#phrase #food"
"English","vestments","Finnish","liturgiset vaatteet","#phrase #clothing"
"English","digressions","Finnish","sivupolut / poikkeamat aiheesta","#phrase #communication"
"English","paucity","Finnish","niukkuus / vähyys","#phrase #quantity"
"English","a cove","Finnish","kaveri / tyyppi","#phrase #social"
"English","drinking bout","Finnish","juomingit / ryyppyreissu","#phrase #social"
"English","lewd","Finnish","rivo / säädytön","#phrase #adjective"
"English","lass","Finnish","tyttö / neito","#phrase #social"
"English","guzzled","Finnish","kittasi / hotki","#phrase #action"
"English","coarse","Finnish","karkea","#phrase #adjective"
"English","knoll","Finnish","kumpare","#phrase #physical_state"
"English","curb bit","Finnish","kuolain","#phrase #tools"
"English","semblance of effeminacy","Finnish","naisellisuuden häivähdys","#phrase #appearance"
"English","misdemeamours","Finnish","rikkomukset / lievät rikokset","#phrase #social"
"English","a trump","Finnish","valttikortti","#phrase #tools"
"English","sheaf","Finnish","lyhde","#phrase #quantity"
"English","nereid","Finnish","nereidi","#phrase #mythology"
"English","tritons","Finnish","tritonit","#phrase #mythology"
"English","motif chiselled","Finnish","kaiverrettu kuvio","#phrase #appearance"
"English","ricasso","Finnish","ricasso","#phrase #art"
"English","tierce","Finnish","tierce-asento","#phrase #position"
"English","beguiled","Finnish","hurmasi / lumosi","#phrase #action"
"English","stupefaction","Finnish","hämmennys / tyrmistys","#phrase #state"
"English","a deft movement","Finnish","taitava liike","#phrase #action"
"English","etched on the blade","Finnish","kaiverrettu terään","#phrase #appearance"
"English","idylls","Finnish","idyllit","#phrase #social"
"English","corpulence","Finnish","lihavuus / kookkuus","#phrase #physical_state"
"English","karakul","Finnish","karakul-turkis","#phrase #animal"
"English","a bald pate","Finnish","kalju päälaki","#phrase #appearance"
"English","pendulous jowls","Finnish","roikkuvat posket","#phrase #appearance"
"English","regally","Finnish","kuninkaallisesti","#phrase #adverb"
"English","epistle","Finnish","kirje / epistola","#phrase #communication"
"English","jowls","Finnish","leukapussit / posket","#phrase #appearance"
"English","repugnant","Finnish","vastenmielinen","#phrase #adjective"
"English","manure","Finnish","lanta","#phrase #material"
"English","ingrained","Finnish","pinttynyt / juurtunut","#phrase #adjective"
"English","roods","Finnish","roodi / risti / kirkon alttarin edessä oleva risti","#phrase #religious"
"English","despondency","Finnish","alakulo / toivottomuus","#phrase #state"
"English","obtrusive","Finnish","tunkeileva","#phrase #adjective"
"English","amenable","Finnish","myöntyväinen / altis","#phrase #adjective"
"English","chancres","Finnish","haavaumat / syfilikset","#phrase #medical"
"English","warts","Finnish","syylät / syyläiset","#phrase #medical"
"English","a flacon","Finnish","pieni pullo / parfyyminpullo","#phrase #tools"
"English","mucous","Finnish","limainen","#phrase #physical_state"
"English","gutturally","Finnish","kurkkuäänteisesti","#phrase #adverb"
"English","contour","Finnish","ääriviiva / muoto","#phrase #appearance"
"English","husky laughter","Finnish","käheä nauru","#phrase #sound"
"English","tawdry","Finnish","halvan koreileva / mauton","#phrase #adjective"
"English","gesticulating","Finnish","elehtien","#phrase #action"
"English","pious","Finnish","hurskas","#phrase #adjective"
"English","skimp","Finnish","kitsastella / pihistää","#phrase #action"
"English","seneschal","Finnish","hovimestari / linnanvouti (keskiaikainen hovihenkilö)","#phrase #social"
"English","excitation","Finnish","kiihtyminen / virittyminen","#phrase #state"
"English","incommode","Finnish","vaivata / haitata","#phrase #action"
"English","the brock","Finnish","mäyrä","#phrase #animal"
"English","scrawny","Finnish","luiseva/laiha","#phrase #physical_state"
"English","amaranth","Finnish","amarantti/amaranth (kasvi)","#phrase #plant"
"English","goatee","Finnish","pukinparta","#phrase #appearance"
"English","brigandine","Finnish","brigandiini","#phrase #clothing"
"English","sodding","Finnish","saamarin / pirun","#phrase #material"
"English","braies","Finnish","braiet/alushousut","#phrase #clothing"
"English","begrudge","Finnish","kadehtia / vastahakoisesti antaa","#phrase #action"
"English","pockmarks","Finnish","rokkoarvet","#phrase #appearance"
"English","swerve","Finnish","väistää / kääntyä äkisti","#phrase #action"
"English","wan as vellum","Finnish","kalpea kuin pergamentti (hienojakoinen nahka)","#phrase #appearance"
"English","gore pouring","Finnish","veri virtasi","#phrase #action"
"English","shabby","Finnish","rähjäinen","#phrase #appearance"
"English","in the glare","Finnish","kirkkaassa loisteessa","#phrase #state"
"English","mare","Finnish","ruuna/ruuna (hevonen)/mari (naarashevonen)/tamma","#horse #horse_riding"
"English","mane","Finnish","harja (hevosen)","#horse #horse_riding"
"English","stallion","Finnish","ori (uros hevonen)","#horse #horse_riding"
"English","gelding","Finnish","ruuna (kastroitu hevonen)","#horse #horse_riding"
"English","foal","Finnish","varsa (nuori hevonen)","#horse #horse_riding"
"English","colt (young male)","Finnish","orivarsa (nuori ori)","#horse #horse_riding"
"English","filly (young female)","Finnish","tammavarsa (nuori tamma)","#horse #horse_riding"
"English","mare","Finnish","tamma/naarashevonen","#horse #horse_riding"
"English","pony","Finnish","poni/pieni hevonen","#horse #horse_riding"
"English","draft horse","Finnish","työhevonen/raskas hevonen","#horse #horse_riding"
"English","gait","Finnish","askellaji","#horse #horse_riding"
"English","trot","Finnish","ravi/raviaskel/ravia","#horse #horse_riding"
"English","canter","Finnish","laukka/kavio","#horse #horse_riding"
"English","gallop","Finnish","täysi laukka","#horse #horse_riding"
"English","to gallop","Finnish","täyttä laukkaa/laukata","#horse #horse_riding"
"English","mane","Finnish","harja (hevosen)","#horse #horse_riding"
"English","tail","Finnish","häntä","#horse #horse_riding"
"English","hoof","Finnish","kavio","#horse #horse_riding"
"English","horseshoe","Finnish","hevosenkenkä","#horse #horse_riding"
"English","withers","Finnish","säkä","#horse #horse_riding"
"English","muzzle","Finnish","turpa","#horse #horse_riding"
"English","forelock","Finnish","otsaharja","#horse #horse_riding"
"English","fetlock","Finnish","vuohinen","#horse #horse_riding"
"English","bridle path","Finnish","harjaura","#horse #horse_riding"
"English","saddle","Finnish","satula","#horse #horse_riding"
"English","saddle pad","Finnish","satulahuopa","#horse #horse_riding"
"English","girth","Finnish","satulavyö","#horse #horse_riding"
"English","bridle","Finnish","suitsi/suitset","#horse #horse_riding"
"English","bit","Finnish","kuolain","#horse #horse_riding"
"English","reins","Finnish","ohjat","#horse #horse_riding"
"English","stirrup","Finnish","jalustin","#horse #horse_riding"
"English","stirrup leather","Finnish","jalustinremmi","#horse #horse_riding"
"English","halter","Finnish","riimu/riimunnaru","#horse #horse_riding"
"English","lead rope","Finnish","riimunnaru","#horse #horse_riding"
"English","martingale","Finnish","martingaali","#horse #horse_riding"
"English","breastplate","Finnish","rintaremmi","#horse #horse_riding"
"English","fly mask","Finnish","ötökkähuppu/kärpäsverkko","#horse #horse_riding"
"English","to ride","Finnish","ratsastaa","#horse #horse_riding"
"English","rider","Finnish","ratsastaja","#horse #horse_riding"
"English","mounting","Finnish","nousu satulaan","#horse #horse_riding"
"English","dismounting","Finnish","laskeutuminen satulasta","#horse #horse_riding"
"English","posting trot","Finnish","keventäminen","#horse #horse_riding"
"English","sitting trot","Finnish","harjoitusravi","#horse #horse_riding"
"English","half-halt","Finnish","puolipidäte","#horse #horse_riding"
"English","leg aid","Finnish","pohjeapu","#horse #horse_riding"
"English","rein aid","Finnish","ohjasapu","#horse #horse_riding"
"English","seat aid","Finnish","painoapu","#horse #horse_riding"
"English","circle (20 m)","Finnish","voltti (20 m)","#horse #horse_riding"
"English","serpentine","Finnish","kiemuraura","#horse #horse_riding"
"English","arena","Finnish","kenttä/maneesi","#horse #horse_riding"
"English","lungeing","Finnish","juoksutus","#horse #horse_riding"
"English","groundwork","Finnish","maastakäsittely","#horse #horse_riding"
"English","trail riding","Finnish","maastoilu/maastoratsastus","#horse #horse_riding"
"English","stable","Finnish","talli","#horse #horse_riding"
"English","stall","Finnish","karsina","#horse #horse_riding"
"English","paddock","Finnish","tarha","#horse #horse_riding"
"English","pasture","Finnish","laidun","#horse #horse_riding"
"English","grooming","Finnish","harjaus/hoito","#horse #horse_riding"
"English","curry comb","Finnish","kumisuka","#horse #horse_riding"
"English","hoof pick","Finnish","kaviokoukku","#horse #horse_riding"
"English","feed","Finnish","rehu","#horse #horse_riding"
"English","hay","Finnish","heinä","#horse #horse_riding #agriculture"
"English","grain","Finnish","vilja","#horse #horse_riding #agriculture"
"English","bedding","Finnish","kuivike","#horse #horse_riding"
"English","farrier","Finnish","kengittäjä","#horse #horse_riding #profession"
"English","veterinarian","Finnish","eläinlääkäri","#horse #horse_riding #profession"
"English","blanket","Finnish","loimi","#horse #horse_riding #agriculture"
"English","turnout blanket","Finnish","ulkoloimi","#horse #horse_riding"
"English","fly spray","Finnish","ötökkäkarkote ","#horse #horse_riding"
"English","piaffe ","Finnish ","piaffi ","#horse #horse_riding"
"English ","passage ","Finnish ","passage ","#horse #horse_riding"
"English ","flying change ","Finnish ","laukanvaihto ","#horse #horse_riding"
"English","extended trot","Finnish","lisätty ravi","#horse #horse_riding"
"English","oxer","Finnish","okseri","#horse #horse_riding"
"English","vertical","Finnish","pystyeste","#horse #horse_riding"
"English","combination","Finnish","sarjaeste","#horse #horse_riding"
"English","reining","Finnish","lännenratsastus (reining)","#horse #horse_riding"
"English","barrel racing","Finnish","tynnyrinkierto","#horse #horse_riding"
"English","cutting","Finnish","lännenratsastus (cutting)/karhunkorjuu","#horse #horse_riding"
"English","roping","Finnish","lännenratsastus (roping)/köysityöskentely","#horse #horse_riding"
